price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 25,000","1 BHK Apartment for rent in Banjara Hills Project, Banjara Hills, NH 9",,,,,17.419560355219883,78.43901844287491,,,,,,," Banjara Hills Project, Banjara Hills, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5684436, 'lng': 78.656655}, 'southwest': {'lat': 17.3174502, 'lng': 78.1594361}}, 'location': {'lat': 17.4244895, 'lng': 78.4535709}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4438393, 'lng': 78.4729207}, 'southwest': {'lat': 17.4051397, 'lng': 78.4342211}}}, 'partial_match': True, 'place_id': 'EiFOSDY1LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgk3pgj8HD_JOxGAAQe4yLslxRIUChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['route']}]","(17.4244895, 78.4535709)"
"₹ 8,000","2 BHK House for rent in Prajay Water Front, Shameerpet 880 sqft",,,,,17.656989000000003,78.601118,,,,,,," Prajay Water Front, Shameerpet, Hyderabad","[{'address_components': [{'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500078', 'short_name': '500078', 'types': ['postal_code']}], 'formatted_address': 'Prajay Water front Road, Turkapally, Shamirpet,Dist Medchal, Hyderabad, Telangana 500078, India', 'geometry': {'location': {'lat': 17.6577589, 'lng': 78.5989836}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.6591078802915, 'lng': 78.60033258029151}, 'southwest': {'lat': 17.65640991970849, 'lng': 78.59763461970849}}}, 'partial_match': True, 'place_id': 'ChIJxQP6iAOByzsRsi2ANWxpCwo', 'plus_code': {'compound_code': 'MH5X+4H Turkapally, Telangana, India', 'global_code': '7J9WMH5X+4H'}, 'types': ['establishment', 'point_of_interest']}]","(17.6577589, 78.5989836)"
"₹ 10,000","2 BHK House for rent in Old Alwal, Secunderabad, Siddipet Road 1400 sqft",Unfurnished,Bachelors,2,Immediately,78.5132589,17.4975276,1,Ground out of 1 Floor,West,Main Road,,," Old Alwal, Secunderabad, Siddipet Road, Hyderabad","[{'address_components': [{'long_name': 'Old Alwal', 'short_name': 'Old Alwal', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Alwal', 'short_name': 'Alwal', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500010', 'short_name': '500010', 'types': ['postal_code']}], 'formatted_address': 'Old Alwal, Alwal, Secunderabad, Telangana 500010, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5094922, 'lng': 78.50507}, 'southwest': {'lat': 17.503249, 'lng': 78.498122}}, 'location': {'lat': 17.5053506, 'lng': 78.5014759}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5094922, 'lng': 78.50507}, 'southwest': {'lat': 17.503249, 'lng': 78.498122}}}, 'partial_match': True, 'place_id': 'ChIJI-Q5JMeayzsRKkYkJszVgvI', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'address_components': [{'long_name': 'Siddipet Road', 'short_name': 'Siddipet Rd', 'types': ['route']}, {'long_name': 'Alwal', 'short_name': 'Alwal', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Siddipet Rd, Alwal, Secunderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5091671, 'lng': 78.5177846}, 'southwest': {'lat': 17.4848718, 'lng': 78.5114411}}, 'location': {'lat': 17.4975276, 'lng': 78.5132589}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.5091671, 'lng': 78.5177846}, 'southwest': {'lat': 17.4848718, 'lng': 78.5114411}}}, 'partial_match': True, 'place_id': 'EjJTaWRkaXBldCBSZCwgQWx3YWwsIFNlY3VuZGVyYWJhZCwgVGVsYW5nYW5hLCBJbmRpYSIuKiwKFAoSCZWG9HpXmss7EYQgQZkYapi2EhQKEgkLHnb99JrLOxEOr7P5qo1xNg', 'types': ['route']}]","(17.4975276, 78.5132589)"
"₹ 26,000","3 BHK Apartment for rent in Kukatpally, NH 9 1575 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,78.3991456,17.4948682,,8 out of 14 Floors,,,,," Kukatpally, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Kukatpally', 'short_name': 'Kukatpally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Kukatpally, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4995929, 'lng': 78.43104439999999}, 'southwest': {'lat': 17.4627567, 'lng': 78.3747175}}, 'location': {'lat': 17.4948682, 'lng': 78.3991456}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.5158245, 'lng': 78.42010189999999}, 'southwest': {'lat': 17.4739119, 'lng': 78.3781893}}}, 'partial_match': True, 'place_id': 'Ei1OSDY1LCBLdWthdHBhbGx5LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgk3pgj8HD_JOxGAAQe4yLslxRIUChIJPfRiAeyRyzsRSM9YQ_7GiDI', 'types': ['route']}]","(17.4948682, 78.3991456)"
"₹ 15,000",2 BHK Builder Floor for rent in Nizampet 150 sqft,Semi-Furnished,Bachelors,2,Immediately,17.523500442504886,78.37519836425781,3,1 out of 3 Floors,West,,,," Nizampet, Hyderabad","[{'address_components': [{'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nizampet, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.541577, 'lng': 78.39584599999999}, 'southwest': {'lat': 17.5014173, 'lng': 78.35577119999999}}, 'location': {'lat': 17.5196675, 'lng': 78.3778542}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.541577, 'lng': 78.39584599999999}, 'southwest': {'lat': 17.5014173, 'lng': 78.35577119999999}}}, 'place_id': 'ChIJEZ6DKP-NyzsRr8iDfU2s4TA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.5196675, 78.3778542)"
"₹ 15,000","3 BHK House for rent in Surya Nagar, Toli Chowki 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,78.4119492,17.399648,1,1 out of 1 Floor,,"Garden/Park, Main Road",1 Covered,," Surya Nagar, Toli Chowki, Hyderabad","[{'address_components': [{'long_name': 'Surya Nagar', 'short_name': 'Surya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Toli Chowki', 'short_name': 'Toli Chowki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500008', 'short_name': '500008', 'types': ['postal_code']}], 'formatted_address': 'Surya Nagar, Toli Chowki, Hyderabad, Telangana 500008, India', 'geometry': {'bounds': {'northeast': {'lat': 17.402839, 'lng': 78.4156001}, 'southwest': {'lat': 17.398574, 'lng': 78.408945}}, 'location': {'lat': 17.399648, 'lng': 78.4119492}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.402839, 'lng': 78.4156001}, 'southwest': {'lat': 17.398574, 'lng': 78.408945}}}, 'place_id': 'ChIJxVKK-8GWyzsRsC5icrE4LXU', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.399648, 78.4119492)"
"₹ 45,000","3 BHK Apartment for rent in Shanthinikethan, Whitefields 2005 sqft",,,,,17.4553184032732,78.3691561624801,,,,,,," Shanthinikethan, Whitefields, Hyderabad","[{'address_components': [{'long_name': 'Laxmi Cyber City', 'short_name': 'Laxmi Cyber City', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Whitefields', 'short_name': 'Whitefields', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kondapur', 'short_name': 'Kondapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500081', 'short_name': '500081', 'types': ['postal_code']}], 'formatted_address': 'Laxmi Cyber City, Whitefields, Kondapur, Hyderabad, Telangana 500081, India', 'geometry': {'location': {'lat': 17.4552162, 'lng': 78.36884429999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4565651802915, 'lng': 78.37019328029149}, 'southwest': {'lat': 17.4538672197085, 'lng': 78.36749531970848}}}, 'place_id': 'ChIJkS3U_sWTyzsRnvBfU0bE5Ws', 'plus_code': {'compound_code': 'F949+3G Hyderabad, Telangana, India', 'global_code': '7J9WF949+3G'}, 'types': ['establishment', 'point_of_interest']}]","(17.4552162, 78.36884429999999)"
"₹ 30,000","3 BHK Apartment for rent in Banjara Hills, NH 9 1900 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415895462036133,78.43576049804688,3,3 out of 6 Floors,East,Main Road,,," Banjara Hills, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5684436, 'lng': 78.656655}, 'southwest': {'lat': 17.3174502, 'lng': 78.1594361}}, 'location': {'lat': 17.4244895, 'lng': 78.4535709}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4438393, 'lng': 78.4729207}, 'southwest': {'lat': 17.4051397, 'lng': 78.4342211}}}, 'place_id': 'EiFOSDY1LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgk3pgj8HD_JOxGAAQe4yLslxRIUChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['route']}]","(17.4244895, 78.4535709)"
"₹ 60,000","5 BHK Builder Floor for rent in Kakatiya Hills, Nizampet 2670 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.532539367675778,78.39266967773438,2,2 out of 5 Floors,,,,," Kakatiya Hills, Nizampet, Hyderabad","[{'address_components': [{'long_name': 'Kakatiya Hills', 'short_name': 'Kakatiya Hills', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Vasanth Nagar Colony', 'short_name': 'Vasanth Nagar Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500090', 'short_name': '500090', 'types': ['postal_code']}], 'formatted_address': 'Kakatiya Hills, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana 500090, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5381201, 'lng': 78.3967316}, 'southwest': {'lat': 17.5269587, 'lng': 78.38860989999999}}, 'location': {'lat': 17.5316572, 'lng': 78.3913328}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5381201, 'lng': 78.3967316}, 'southwest': {'lat': 17.5269587, 'lng': 78.38860989999999}}}, 'place_id': 'ChIJ-bJthg6OyzsRzJye80ekbXM', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(17.5316572, 78.3913328)"
₹ 1.2 Lac,"3 BHK Villa for rent in Gachibowli, Outer Ring Road 2500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,78.3588692,17.4285994,1,,,,2 Covered,," Gachibowli, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Gachibowli', 'short_name': 'Gachibowli', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Gachibowli, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4385862, 'lng': 78.3637078}, 'southwest': {'lat': 17.4179337, 'lng': 78.35595359999999}}, 'location': {'lat': 17.4285994, 'lng': 78.3588692}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4385862, 'lng': 78.3637078}, 'southwest': {'lat': 17.4179337, 'lng': 78.35595359999999}}}, 'place_id': 'EjxOZWhydSBPdXRlciBSaW5nIFJkLCBHYWNoaWJvd2xpLCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgnXu6E9TXXLOxH8vLSE8JTABhIUChIJ387edqKTyzsR4kSTb57nEiw', 'types': ['route']}]","(17.4285994, 78.3588692)"
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,78.42705339999999,17.4305565,,Ground out of 6 Floors,,,,," Krishna Nagar, Yousufguda, Hyderabad","[{'address_components': [{'long_name': 'Krishna Nagar', 'short_name': 'Krishna Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Yousufguda', 'short_name': 'Yousufguda', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500045', 'short_name': '500045', 'types': ['postal_code']}], 'formatted_address': 'Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4309607, 'lng': 78.427742}, 'southwest': {'lat': 17.4301087, 'lng': 78.4266954}}, 'location': {'lat': 17.4305565, 'lng': 78.42705339999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4318836802915, 'lng': 78.42856768029151}, 'southwest': {'lat': 17.4291857197085, 'lng': 78.42586971970849}}}, 'place_id': 'ChIJs6jTgCmRyzsRixoL4yTTtNI', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.4305565, 78.42705339999999)"
"₹ 15,000","2 BHK Apartment for rent in Moula Ali, Moula Ali Road 870 sqft",Furnished,Bachelors/Family,1,Immediately,78.5558284,17.4562484,3,2 out of 3 Floors,,,1 Covered,," Moula Ali, Moula Ali Road, Hyderabad","[{'address_components': [{'long_name': 'Moula Ali Road', 'short_name': 'Moula Ali Rd', 'types': ['route']}, {'long_name': 'Moula Ali', 'short_name': 'Moula Ali', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Moula Ali Rd, Moula Ali, Secunderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4734683, 'lng': 78.57085339999999}, 'southwest': {'lat': 17.4370396, 'lng': 78.5439945}}, 'location': {'lat': 17.4562484, 'lng': 78.5558284}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4734683, 'lng': 78.57085339999999}, 'southwest': {'lat': 17.4370396, 'lng': 78.5439945}}}, 'place_id': 'EjdNb3VsYSBBbGkgUmQsIE1vdWxhIEFsaSwgU2VjdW5kZXJhYmFkLCBUZWxhbmdhbmEsIEluZGlhIi4qLAoUChIJtULF896byzsRUm0ZfkhFjkcSFAoSCbevi1uMm8s7EUf2lRXdjxt5', 'types': ['route']}]","(17.4562484, 78.5558284)"
"₹ 25,000",3 BHK Apartment for rent in Toli Chowki 100 sqyrd,Furnished,Bachelors/Family,3,Immediately,78.4156933,17.3990023,,2 out of 5 Floors,,,,," Toli Chowki, Hyderabad","[{'address_components': [{'long_name': 'Toli Chowki', 'short_name': 'Toli Chowki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500008', 'short_name': '500008', 'types': ['postal_code']}], 'formatted_address': 'Toli Chowki, Hyderabad, Telangana 500008, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}, 'location': {'lat': 17.3990023, 'lng': 78.4156933}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}}, 'place_id': 'ChIJc44F5emWyzsR8eZ8teeTfQQ', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3990023, 78.4156933)"
"₹ 6,000",1 BHK House for rent in Teachers Colony-Trimulgherry,Unfurnished,Family,1,Immediately,17.393424987792972,78.60173797607422,1,1 out of 3 Floors,East,,,," Teachers Colony-Trimulgherry, Hyderabad","[{'address_components': [{'long_name': 'Teachers Colony', 'short_name': 'Teachers Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Trimulgherry', 'short_name': 'Trimulgherry', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500015', 'short_name': '500015', 'types': ['postal_code']}], 'formatted_address': 'Teachers Colony, Trimulgherry, Secunderabad, Telangana 500015, India', 'geometry': {'bounds': {'northeast': {'lat': 17.483271, 'lng': 78.504527}, 'southwest': {'lat': 17.477197, 'lng': 78.4983511}}, 'location': {'lat': 17.4805899, 'lng': 78.5014759}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.483271, 'lng': 78.504527}, 'southwest': {'lat': 17.477197, 'lng': 78.4983511}}}, 'place_id': 'ChIJL1jLcfSayzsR0YM6MOVycQk', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.4805899, 78.5014759)"
"₹ 18,000","1 BHK Builder Floor for rent in Banjara Hills, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.415895462036133,78.43576049804688,2,2 out of 3 Floors,North - East,"Garden/Park, Main Road",1 Covered,," Banjara Hills, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5684436, 'lng': 78.656655}, 'southwest': {'lat': 17.3174502, 'lng': 78.1594361}}, 'location': {'lat': 17.4244895, 'lng': 78.4535709}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4438393, 'lng': 78.4729207}, 'southwest': {'lat': 17.4051397, 'lng': 78.4342211}}}, 'place_id': 'EiFOSDY1LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgk3pgj8HD_JOxGAAQe4yLslxRIUChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['route']}]","(17.4244895, 78.4535709)"
"₹ 22,000","3 BHK Apartment for rent in Ameerpet, NH 9 1690 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.43480110168457,78.44801330566406,1,2 out of 5 Floors,North,,,," Ameerpet, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Ameerpet', 'short_name': 'Ameerpet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Ameerpet, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4448592, 'lng': 78.44629619999999}, 'southwest': {'lat': 17.4335128, 'lng': 78.4396627}}, 'location': {'lat': 17.4355539, 'lng': 78.44474699999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4416769, 'lng': 78.45087}, 'southwest': {'lat': 17.4294309, 'lng': 78.43862399999999}}}, 'place_id': 'EitOSDY1LCBBbWVlcnBldCwgSHlkZXJhYmFkLCBUZWxhbmdhbmEsIEluZGlhIi4qLAoUChIJN6YI_Bw_yTsRgAEHuMi7JcUSFAoSCYMxtFvFkMs7EQMn7iNbE7wa', 'types': ['route']}]","(17.4355539, 78.44474699999999)"
"₹ 15,000",2 BHK House for rent in Current location 1280 sqft,Unfurnished,Bachelors,2,Immediately,17.447980880737305,78.45992279052734,,Ground out of 3 Floors,East,,,," Current location, Hyderabad","[{'address_components': [{'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.6078088, 'lng': 78.6561694}, 'southwest': {'lat': 17.2168886, 'lng': 78.1599217}}, 'location': {'lat': 17.385044, 'lng': 78.486671}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.6078088, 'lng': 78.6561694}, 'southwest': {'lat': 17.2168886, 'lng': 78.1599217}}}, 'place_id': 'ChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['locality', 'political']}]","(17.385044, 78.486671)"
