price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,facing,availability,car parking,balcony,owner resides,overlooking
"₹ 28,000",3 BHK Builder Floor for rent in West Mambalam 1370 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,,,,Main Road
"₹ 15,000",2 BHK Builder Floor for rent in Ambattur 1200 sqft,13.065472602844238,80.18089294433594,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,1 Covered,,,Main Road
"₹ 20,000",3 BHK Apartment for rent in Thirumullaivoyal 1517 sqft,,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Covered,2,,
"₹ 20,000","3 BHK Apartment for rent in Kalpakkam, E Coast Road 1400 sqft",,,1 out of 5 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 10,000","2 BHK Apartment for rent in Artithaa, Tambaram, GST Road 900 sqft",12.9085654020309,80.0978100299835,,,,,,,,,,
"₹ 20,000",2 BHK House for rent in T Nagar 1100 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 16,500","3 BHK Builder Floor for rent in MC Nagar, Chromepet 1490 sqft",,,2 out of 2 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
₹ 1.6 Lac,3 BHK House for rent in Besant Nagar 4000 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,4,South -West,Immediately,2 Covered,1,,"Garden/Park, Main Road"
₹ 1.8 Lac,"4 BHK Builder Floor for rent in R.A Puram, Mandaiveli 3100 sqft",,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,North,Immediately,2 Covered,2,,Main Road
"₹ 12,000","2 BHK House for rent in Tiruvottiyur, Ennore High Road 850 sqft",,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 65,000","3 BHK Apartment for rent in Adyar, Sardar Patel Road 1900 sqft",13.003388404846191,80.25928497314453,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,,2,,
"₹ 90,000",5 BHK Villa for rent in Tarambur 3100 sqft,,,,Semi-Furnished,Bachelors/Family,4,,Immediately,,,,
"₹ 8,500",1 BHK House for rent in Saligramam,80.20127868652344,13.053340911865234,Ground out of 1 Floor,Unfurnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 30,000","3 BHK Apartment for rent in Radiance Empire, Perambur 1421 sqft",13.11003,80.25738,,,,,,,,,,
"₹ 8,000",1 BHK House for rent in Velachery,12.97907829284668,80.21918487548828,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 12,000",2 BHK Villa for rent in Nanganallur 800 sqft,,,,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 20,000","3 BHK Villa for rent in Ramapuram, PH Road 1200 sqft",13.011861801147461,80.18938446044922,,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 75,000",4 BHK Builder Floor for rent in Thiruvanmiyur 2400 sqft,,,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,North,Immediately,2 Covered,1,,"Garden/Park, Main Road"
"₹ 11,000","2 BHK Apartment for rent in Villivakkam, Jawaharlal Nehru Road 775 sqft",,,1 out of 6 Floors,Semi-Furnished,Bachelors/Family,2,North,Immediately,1 Open,1,,Main Road
"₹ 40,000",3 BHK House for rent in Besant Nagar 1500 sqft,,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,1,Same Premise,
"₹ 22,000",4 BHK House for rent in Madippakam-600091 3000 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,2,,
"₹ 15,000",2 BHK House for rent in Pallavaram 1200 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 7,500",1 BHK Villa for rent in Ambattur,,,,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 10,000",2 BHK House for rent in Ayappakkam 1600 sqft,13.098527908325195,80.13507843017578,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,"1 Covered, 1 Open",1,,Main Road
"₹ 13,000","2 BHK Villa for rent in Ramapuram, PH Road 990 sqft",13.063371658325195,80.21894836425781,,Unfurnished,Bachelors,1,South - East,Immediately,,1,,Garden/Park
"₹ 18,000",2 BHK House for rent in Elango Nagar South 1000 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
₹ 1 Lac,"4 BHK Apartment for rent in AMARA AKASHA, Perungudi 2600 sqft",12.963536571722,80.2466048678246,,,,,,,,,,
"₹ 85,000","4 BHK Apartment for rent in AMARA AKASHA, Perungudi 2600 sqft",12.963536571722,80.2466048678246,,,,,,,,,,
"₹ 8,000",3 BHK House for rent in Nandivaram-Guduvancheri 750 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,1,,
"₹ 22,000",2 BHK Apartment for rent in Thiruvanmiyur,12.983258247375488,80.26066589355469,1 out of 3 Floors,Semi-Furnished,Bachelors,2,North,Immediately,,2,,Main Road
"₹ 14,000",2 BHK Apartment for rent in Perambur 850 sqft,13.118229866027832,80.23758697509766,3 out of 3 Floors,Unfurnished,Bachelors,2,East,Immediately,,2,,
"₹ 16,000",3 BHK House for rent in Keelkattalai 1300 sqft,12.958837509155273,80.18464660644531,1 out of 1 Floor,Semi-Furnished,Bachelors,2,,Immediately,,1,,Main Road
"₹ 25,000",3 BHK Builder Floor for rent in Anna Nagar 1500 sqft,13.079229354858398,80.21467590332031,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,,,,Main Road
"₹ 14,000","2 BHK House for rent in Jayalakshmi Nagar, Kattupakkam, PH Road 1100 sqft",,,Ground out of 2 Floors,Semi-Furnished,Family,2,North,Immediately,,1,,Main Road
"₹ 5,000","2 BHK House for rent in Urapakkam, Vandalur R.F, GST Road 815 sqft",,,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 5,000",1 BHK House for rent in Thirunindravur,13.123025894165039,80.03052520751953,Ground out of 2 Floors,Unfurnished,Family,1,East,Immediately,,1,Same Premise,
"₹ 10,000",2 BHK House for rent in Selaiyur 550 sqft,,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 25,000","3 BHK Apartment for rent in TVH Svasti, Old Mahabalipuram Road 1500 sqft",12.933233,80.236287,,,,,,,,,,
"₹ 6,000",1 BHK House for rent in Mudichur,,,Ground out of 1 Floor,Semi-Furnished,Family,1,,Immediately,,,,
₹ 1.8 Lac,4 BHK Builder Floor for rent in Kotturpuram 3000 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,North,Immediately,3 Covered,2,,"Garden/Park, Main Road"
"₹ 15,000",3 BHK Apartment for rent in Tambaram East 1150 sqft,,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 7,750","2 BHK House for rent in Veppampattu, Chennai-Tiruttani Highway 1100 sqft",,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 13,500","1 BHK Apartment for rent in Navins Jayaram Gardens, Manapakkam",13.0306883608943,80.1769834099709,,,,,,,,,,
"₹ 6,000","2 BHK Apartment for rent in VGN Brixton, Irungattukottai 759 sqft",13.005549,79.987092,,,,,,,,,,
"₹ 11,000","2 BHK Apartment for rent in Urapakkam, Vandalur R.F, GST Road 1100 sqft",,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",2 BHK House for rent in Kodungaiyur 800 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000","2 BHK Apartment for rent in Puzhuthivakkam, Madipakkam 1100 sqft",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 14,000",2 BHK Builder Floor for rent in Porur 800 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",3 BHK House for rent in Medavakkam 1200 sqft,12.9094091799537,80.18236591027474,2 out of 2 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,1 Open,1,Same Premise,Garden/Park
"₹ 18,000","2 BHK Apartment for rent in Bollineni Hillside Phase II, Sholinganallur",12.882985,80.199141,,,,,,,,,,
"₹ 17,000",2 BHK Builder Floor for rent in Vadapalani 900 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors,2,North - East,Immediately,,2,,Main Road
"₹ 20,000","3 BHK Apartment for rent in Pammal, Chennai Bypass Road 1450 sqft",13.057506561279297,80.22505187988281,4 out of 13 Floors,Unfurnished,Bachelors,3,North,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Pool, Main Road"
"₹ 18,000",2 BHK Builder Floor for rent in Kodambakkam 900 sqft,13.144630432128906,80.18716430664062,3 out of 3 Floors,Unfurnished,Bachelors,2,North,Immediately,,,,Main Road
"₹ 10,000","2 BHK House for rent in Tiruvottiyur, Ennore High Road 1000 sqft",,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 11,000","2 BHK House for rent in Guru Swamy Nagar, Pulianthope 900 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 8,000",1 BHK Apartment for rent in Kellys Road,,,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 35,000","3 BHK Apartment for rent in Prestige Bella Vista, Iyyappanthangal 1825 sqft",13.039969,80.131572,,,,,,,,,,
"₹ 10,000","2 BHK Apartment for rent in Pammal, Chennai Bypass Road 800 sqft",13.043701171875,80.20023345947266,1 out of 4 Floors,Unfurnished,Bachelors,2,West,Immediately,1 Open,,,
"₹ 6,000",1 BHK House for rent in Thirumullaivoyal,,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 4,500",1 BHK Builder Floor for rent in Medavakkam,,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 65,000","3 BHK Builder Floor for rent in Sri Ram Nagar, Alwarpet 2400 sqft",,,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,2 Covered,2,,Main Road
"₹ 11,000",1 BHK Builder Floor for rent in road 5 first street,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,From Mar '20,,,,
"₹ 24,000","2 BHK House for rent in BBCL Harsham, Okkiyam Thuraipakkam, E Coast Road 1236 sqft",12.9398848707143,80.237377385139,,,,,,,,,,
"₹ 21,000",3 BHK Apartment for rent in Maraimalai Nagar 1772 sqft,,,1 out of 10 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 5,000",1 BHK House for rent in Vandalur,,,1 out of 1 Floor,Unfurnished,Bachelors/Family,1,,From Mar '20,,,,
"₹ 24,500",2 BHK Apartment for rent in Raja Annamalai Puram 1200 sqft,,,1 out of 3 Floors,Semi-Furnished,Family,2,,From Mar '20,,2,,Main Road
"₹ 12,500",1 BHK House for rent in Virugambakkam,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,South,From Mar '20,,2,,
"₹ 14,000",2 BHK Apartment for rent in Chembarambakkam 1100 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,"2 Covered, 1 Open",1,,Main Road
"₹ 28,000",3 BHK Villa for rent in Thalambur 1640 sqft,,,,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 7,000",1 BHK Builder Floor for rent in Oragadam,,,3 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 40,000",3 BHK Apartment for rent in Chennai 1540 sqft,,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,3,,
"₹ 70,000","4 BHK Apartment for rent in Hiranandani Upscale, Navalur 2700 sqft",12.840727,80.231951,,,,,,,,,,
"₹ 11,500","2 BHK Builder Floor for rent in Moulivakkam, Moulivakkam 980 sqft",,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 12,500","1 BHK Builder Floor for rent in Mettuppalayam, Ashok Nagar",13.063374519348145,80.21894836425781,1 out of 2 Floors,Semi-Furnished,Bachelors,1,East,Immediately,,,,Garden/Park
"₹ 28,000",3 BHK Apartment for rent in Thiruvanmiyur,12.983258247375488,80.26066589355469,1 out of 3 Floors,Semi-Furnished,Bachelors,3,North,Immediately,,2,,"Garden/Park, Main Road"
"₹ 7,500",2 BHK House for rent in Current location 700 sqft,13.119636535644531,80.13860321044922,Ground out of 1 Floor,Unfurnished,Bachelors,1,North,Immediately,,,,
"₹ 12,000","2 BHK House for rent in Santhosapuram, Medavakkam 1200 sqft",,,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,500",2 BHK House for rent in Arulmurugan Nagar Main Road. 1200 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,1,,
"₹ 8,500","2 BHK Apartment for rent in Urapakkam, Vandalur R.F, GST Road 1200 sqft",,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 23,000","2 BHK Apartment for rent in Sidco Nagar, Villivakkam 1350 sqft",13.079681396484375,80.21477508544922,3 out of 4 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,,,Main Road
"₹ 10,000","3 BHK House for rent in Sare Meadow Ville, Singaperumal Koil, Tiruchi Chennai Highway 1200 sqft",12.768464,79.962851,,,,,,,,,,
"₹ 13,000",2 BHK House for rent in Kodungaiyur,13.13117790222168,80.25167846679688,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 10,000","1 BHK Apartment for rent in VGN Southern Avenue, Kattankulathur, GST Road",12.819294,80.028068,,,,,,,,,,
"₹ 14,000",2 BHK Apartment for rent in Choolaimedu 700 sqft,13.069388389587402,80.20878601074219,2 out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,,,,Main Road
"₹ 37,000",3 BHK Apartment for rent in T Nagar 1600 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,1 Covered,2,,Main Road
"₹ 22,000",3 BHK House for rent in Kolapakkam 1900 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 7,000",2 BHK House for rent in Pallikaranai 450 sqft,,,Ground out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 15,000",3 BHK Apartment for rent in Thirumullaivoyal 1212 sqft,13.13849925994873,80.1343765258789,2 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
₹ 1.3 Lac,3 BHK House for rent in Mylapore 3000 sqft,,,2 out of 3 Floors,Semi-Furnished,Bachelors,4,East,Immediately,2 Covered,3,,Main Road
"₹ 85,000",4 BHK Builder Floor for rent in Gopalapuram 2200 sqft,,,2 out of 4 Floors,Furnished,Family,4,South,Immediately,2 Covered,1,,Main Road
₹ 1.4 Lac,4 BHK Builder Floor for rent in Alwarpet 3400 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,4,East,Immediately,2 Covered,1,,"Garden/Park, Main Road"
"₹ 8,500",2 BHK Apartment for rent in Tambaram Sanatorium 924 sqft,13.04335880279541,80.2005844116211,1 out of 1 Floor,Unfurnished,Bachelors,2,North - East,Immediately,1 Open,,,
"₹ 15,000","2 BHK Builder Floor for rent in Palavakkam, E Coast Road 950 sqft",13.047353744506836,80.229736328125,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,,,,Main Road
"₹ 60,000",2 BHK Apartment for rent in Nungambakkam 1300 sqft,,,8 out of 9 Floors,Furnished,Bachelors/Family,2,North,Immediately,1 Open,2,,"Garden/Park, Pool, Main Road"
"₹ 8,500",2 BHK House for rent in Avadi 1200 sqft,,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 7,000","2 BHK Apartment for rent in XS Real Vivacity, Guduvancheri 935 sqft",12.8060781955719,80.08813261985779,,,,,,,,,,
"₹ 9,000",2 BHK Apartment for rent in Sembakkam 780 sqft,,,Ground out of 4 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 25,000","4 BHK Apartment for rent in Pacifica Aurum, Padur, Old Mahabalipuram Road 2333 sqft",12.807083,80.214028,,,,,,,,,,
"₹ 19,800",2 BHK House for rent in Triplicane 700 sqft,,,2 out of 2 Floors,Unfurnished,Family,2,East,Immediately,,,Same Premise,
"₹ 12,500",2 BHK Apartment for rent in Selaiyur 1160 sqft,12.887897491455078,80.14379119873047,1 out of 2 Floors,Semi-Furnished,Bachelors,2,South,Immediately,,1,,
"₹ 30,000",1 BHK Service Apartment for rent in Guindy,,,2 out of 2 Floors,Furnished,Bachelors/Family,1,North,Immediately,1 Covered,1,,Main Road
"₹ 70,000",3 BHK Builder Floor for rent in Mylapore 1800 sqft,,,6 out of 6 Floors,Furnished,Bachelors,4,North,Immediately,2 Covered,2,,Main Road
"₹ 12,500",2 BHK House for rent in Vanagaram 950 sqft,,,,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 55,000",3 BHK Builder Floor for rent in Alwarpet 1750 sqft,,,3 out of 3 Floors,Semi-Furnished,Bachelors,3,North,Immediately,1 Covered,3,,Main Road
₹ 1.6 Lac,"6 BHK House for rent in Adyar, Sardar Patel Road 5800 sqft",,,1 out of 1 Floor,Semi-Furnished,Bachelors,6,North,Immediately,3 Covered,4,,Main Road
₹ 1.3 Lac,"3 BHK Builder Floor for rent in Poes Garden, Teynampet 2700 sqft",,,3 out of 6 Floors,Semi-Furnished,Bachelors,4,East,Immediately,2 Covered,3,,Main Road
"₹ 8,500",1 BHK Apartment for rent in Medavakkam,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 10,500",2 BHK House for rent in Thalambur 1200 sqft,,,1 out of 2 Floors,Semi-Furnished,Family,2,,Immediately,1 Covered,2,,"Garden/Park, Main Road"
"₹ 10,000","2 BHK House for rent in Tambaram West, Tambaram, Chennai Bypass Road 980 sqft",,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 25,000",2 BHK Apartment for rent in Thoraipakkam 1100 sqft,12.940413475036621,80.23832702636719,2 out of 4 Floors,Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 25,000",2 BHK Apartment for rent in Thiruvanmiyur 1100 sqft,12.983258247375488,80.26066589355469,Ground out of 4 Floors,Furnished,Bachelors,2,South,Immediately,,,,Main Road
"₹ 10,000","1 BHK House for rent in Thiruvika Nagar, Pulianthope",,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000","2 BHK Builder Floor for rent in Thiruvalluvar Nagar, Thiruvanmiyur, E Coast Road 600 sqft",,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 12,000",1 BHK Apartment for rent in Thiruvanmiyur,12.983258247375488,80.26066589355469,1 out of 4 Floors,Furnished,Bachelors,1,East,Immediately,,1,,Main Road
"₹ 23,000",2 BHK Apartment for rent in Thiruvanmiyur 1000 sqft,12.983258247375488,80.26066589355469,Ground out of 4 Floors,Furnished,Bachelors,2,South,Immediately,,1,,
₹ 1 Lac,"3 BHK Apartment for rent in R.A Puram, Mandaiveli 2700 sqft",13.028236389160156,80.258544921875,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,,2,,
"₹ 7,000","1 BHK House for rent in Mogappair East, Ambattur Estate Road",,,1 out of 2 Floors,Unfurnished,Bachelors,1,,Immediately,,,,
"₹ 15,000",2 BHK Apartment for rent in Old Mahabalipuram Road 1150 sqft,,,20 out of 31 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 30,000",3 BHK Apartment for rent in Thiruvanmiyur 1850 sqft,12.983258247375488,80.26066589355469,1 out of 4 Floors,Semi-Furnished,Bachelors,3,,Immediately,,1,,
"₹ 10,000","2 BHK House for rent in Alapakkam, Porur 900 sqft",,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
₹ 2 Lac,4 BHK Builder Floor for rent in Kotturpuram 3000 sqft,,,3 out of 4 Floors,Furnished,Bachelors,5,East,Immediately,2 Covered,3,,"Pool, Main Road"
"₹ 15,000",2 BHK Builder Floor for rent in Madipakkam 950 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 8,000","2 BHK House for rent in Kovur, Chennai Bypass Road 800 sqft",,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 50,000","3 BHK Builder Floor for rent in Neelankarai, E Coast Road 2100 sqft",12.94731616973877,80.2547607421875,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,4,North,Immediately,2 Covered,2,,"Garden/Park, Main Road"
"₹ 60,000",4 BHK House for rent in Iyyappanthangal 3000 sqft,,,Ground out of 2 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 18,000",3 BHK House for rent in Chengalpet 2200 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
₹ 1.9 Lac,4 BHK House for rent in Besant Nagar 5000 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors,4,North,Immediately,2 Covered,3,,Main Road
"₹ 18,000","2 BHK House for rent in Sri Sai Nagar, Okkiyam Thuraipakkam 1000 sqft",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,3 Open,,Same Premise,
"₹ 22,000",3 BHK Villa for rent in Oragadam 1600 sqft,13.132317543029785,80.1493148803711,,Furnished,Bachelors,3,North - East,Immediately,"1 Covered, 1 Open",,,
"₹ 20,000",3 BHK Apartment for rent in Siruseri 1680 sqft,,,1 out of 15 Floors,Semi-Furnished,Bachelors/Family,3,South,Immediately,1 Covered,2,,Garden/Park
"₹ 20,000",3 BHK Apartment for rent in Semmancheri 1500 sqft,,,6 out of 20 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,1 Covered,3,,Main Road
"₹ 70,000","3 BHK Apartment for rent in Natesan Nagar, Madhavaram 1900 sqft",13.150708198547363,80.23037719726562,7 out of 19 Floors,Unfurnished,Bachelors,3,,Immediately,,1,,Garden/Park
"₹ 8,500",2 BHK Apartment for rent in Ambattur 700 sqft,,,2 out of 3 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,1 Open,,,"Garden/Park, Main Road"
"₹ 8,500",2 BHK House for rent in Vyasarpadi 850 sqft,13.128450393676758,80.24213409423828,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,South - East,Immediately,1 Open,,,"Garden/Park, Main Road"
"₹ 25,000","3 BHK Apartment for rent in Mogappair East, Ambattur Estate Road 1250 sqft",,,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 60,000",4 BHK Villa for rent in Perungudi 4500 sqft,12.966734886169434,80.24443054199219,,Semi-Furnished,Bachelors,4,North,Immediately,,5,,"Pool, Garden/Park, Main Road"
"₹ 18,000","2 BHK Builder Floor for rent in Villivakkam, Jawaharlal Nehru Road 1000 sqft",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Covered,3,,Main Road
"₹ 37,000",3 BHK Apartment for rent in Iyyappanthangal 1900 sqft,,,15 out of 16 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 50,000",3 BHK Apartment for rent in Shastri Nagar-Adyar 1750 sqft,12.999527931213379,80.25957489013672,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,1 Covered,1,,Main Road
"₹ 30,000","2 BHK Apartment for rent in Jasmine Court, Poonamalle 1460 sqft",13.0441544,80.1212217,,,,,,,,,,
"₹ 10,000",1 BHK House for rent in AGS Colony-Velachery,,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 30,000",3 BHK House for rent in Kottivakkam,12.969216346740723,80.2613754272461,1 out of 1 Floor,Semi-Furnished,Bachelors,3,North,Immediately,,2,,Main Road
"₹ 80,000",5 BHK Villa for rent in Perungudi 5000 sqft,12.966734886169434,80.24443054199219,,Furnished,Bachelors,5,South,Immediately,,5,,"Pool, Garden/Park, Main Road"
"₹ 15,000",3 BHK House for rent in Ambattur 1200 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 6,000","2 BHK House for rent in Urapakkam, Vandalur R.F, GST Road 675 sqft",,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000","2 BHK Apartment for rent in Chromepet, GST Road 900 sqft",13.043867111206055,80.20073699951172,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Covered,,,Main Road
"₹ 6,500","1 BHK House for rent in Collector Nagar, Ambattur Estate Road",,,1 out of 1 Floor,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 9,000","2 BHK House for rent in Chromepet, GST Road 800 sqft",13.04335880279541,80.2005844116211,Ground out of 1 Floor,Unfurnished,Bachelors,2,,Immediately,1 Open,,,
"₹ 10,000","1 BHK Builder Floor for rent in Ramapuram, PH Road",13.011861801147461,80.18938446044922,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 26,000",3 BHK Apartment for rent in Thoraipakkam 1640 sqft,,,1 out of 2 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 6,500",1 BHK House for rent in Maduravoyal,,,1 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 15,000",2 BHK House for rent in Royapuram 820 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 80,000","3 BHK Apartment for rent in R.A Puram, Mandaiveli 2200 sqft",13.028236389160156,80.258544921875,2 out of 4 Floors,Unfurnished,Bachelors/Family,3,West,Immediately,,2,,Main Road
"₹ 45,000",3 BHK Apartment for rent in Abiramapuram 2000 sqft,13.031590461730957,80.25721740722656,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,,2,,
"₹ 12,000",1 BHK Builder Floor for rent in Nungambakkam,,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 24,000",3 BHK Apartment for rent in Thirutheri R F 1500 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 15,000",3 BHK Apartment for rent in Mambakkam 1350 sqft,,,4 out of 15 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Covered,2,,
"₹ 19,000",2 BHK Apartment for rent in Velachery 850 sqft,,,1 out of 2 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 12,500",3 BHK Apartment for rent in Mambakkam 1527 sqft,12.92547607421875,79.91175079345703,12 out of 15 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,2,,
"₹ 10,500","2 BHK Builder Floor for rent in Moulivakkam, Moulivakkam 765 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 12,000","2 BHK Builder Floor for rent in Krishnapuram, Royapettah 950 sqft",,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
